depth D2,Dendritic_Volume,Apical_Height
519.788,14602176.76,167.142796
528.737,22773498.88,214.6508314
435.28,22296218.38,228.5120066
495.176,11264937.83,150.4523692
466.626,17749290.69,210.5245047
