depth D2,Apical_Width,Apical_Height
287.371,529.6022007,251.749111
360.966,550.92372,277.8511103
208.852,479.7216962,310.7381088
245.017,563.483843,201.4268868
259.62,548.7699429,185.9447429
312.39,473.264527,210.1102513
231.241,571.6911821,200.4614064
330.499,470.0176558,303.7458946
306.767,458.6720323,327.0859341
375,496.8485895,369.0796477
