depth D2,Dendritic_Volume,Apical_Height
775.076,7134498.561,0
739.584,5681180.422,0
825.108,11734592.02,0
706.698,5307808.245,0
784.768,6115567.089,0
750.042,8051017.337,0
729.691,14480297.29,0
798.31,6736202.831,0
886.003,4875012.218,0
685.95,12083518.51,0
888.644,12670396.3,0
672.279,10705165.27,0
778.748,6430742.011,0
853.368,7024087.557,0
711.09,3655291.447,0
758.398,8232935.13,0
710.78,6557398.409,0
